type,capacity,thresh,sen-to-peers,state,windspeed_avg,windspeed,yearly_demand(MWh),invested,invest_year,subsidy at invest year,estimation_2019,estimation_2020,estimation_2021,estimation_2022,estimation_2023,estimation_2024,estimation_2025,estimation_2026,estimation_2027,estimation_2028,estimation_2029,estimation_2030,estimation_2031,estimation_2032,estimation_2033,estimation_2034,estimation_2035,estimation_2036,estimation_2037,estimation_2038,estimation_2039,estimation_2040,estimation_2041,estimation_2042,estimation_2043,estimation_2044,estimation_2045,estimation_2046,estimation_2047,estimation_2048,estimation_2049,estimation_2050
T,28.0,0.10419147084211379,0.9652303323007223,Niedersachsen,7.0,6.88362019642965,244150.62448259996,True,2047,50.879999999999995,"(-14.861596958735863, -0.14165640062774476, False)","(-14.166037972467269, -0.13513971584140505, False)","(-13.336849564360582, -0.12757401327456644, False)","(-12.7775786294681, -0.12229290515507996, False)","(-12.249801692128274, -0.1173107541030114, False)","(-11.745529797426512, -0.1125512736553266, False)","(-11.258919133881214, -0.10795858124220253, False)","(-10.741823218127136, -0.10311406254666987, False)","(-10.232470753117642, -0.0983386810285434, False)","(-9.405498992059622, -0.09050144362857619, False)","(-8.581338828036227, -0.08267718871779178, False)","(-7.758173744914958, -0.07484723413556471, False)","(-7.0782363835755975, -0.06828955302083423, False)","(-5.380327469452139, -0.05193782387569043, False)","(-3.684191554812887, -0.0355857002239287, False)","(-1.989035102625872, -0.01922414853136455, False)","(-0.2941679082337668, -0.002845018276190134, False)","(1.44478852189959, 0.013988708367786989, False)","(3.1868001696696524, 0.03089132159573754, False)","(4.932473630275996, 0.04787191603931763, False)","(6.682382593164917, 0.06493953636641273, False)","(7.469175833179201, 0.07268440039419727, False)","(7.230672318201681, 0.06976349049680682, False)","(7.933083805102083, 0.07658388729358963, False)","(8.637077707368004, 0.0834296606233314, False)","(9.342932238116932, 0.09030425501956764, False)","(10.05091671391363, 0.09721108835320039, False)","(10.761294313402454, 0.10415358275736691, False)","(11.474324447777088, 0.11113519222148124, True)","(11.474324447777088, 0.11113519222148124, True)","(11.474324447777088, 0.11113519222148124, True)","(11.474324447777088, 0.11113519222148124, True)"
L,17.5,0.04971185636445397,1.0,Bayern,5.8,6.075484932693854,152594.140301625,False,2051,53.879999999999995,"(-25.555213330544788, -0.31226839284494545, False)","(-25.120488964126913, -0.3071624555466801, False)","(-25.15726113479991, -0.3061964886662657, False)","(-24.80771680049211, -0.30207686419553775, False)","(-24.47785621465471, -0.29820000952415027, False)","(-24.16268628046611, -0.2945054774841457, False)","(-23.858554615750297, -0.2909490791259435, False)","(-23.535369668404, -0.2872598424176561, False)","(-23.21702437777307, -0.28363570468997723, False)","(-22.700167027111796, -0.2775902859137155, False)","(-22.18506692459718, -0.2715678202677313, False)","(-21.670588747646388, -0.2655542329633166, False)","(-22.43204335945311, -0.2709523743704341, False)","(-21.370850288125954, -0.2582487777369436, False)","(-20.310765341476426, -0.24555275889593348, False)","(-19.251292558859532, -0.23285774313862775, False)","(-18.192000562364463, -0.22015788078496334, False)","(-17.10515279353112, -0.20718526625386544, False)","(-16.01639551367483, -0.19417534734392408, False)","(-14.925349600795865, -0.18112211289256974, False)","(-13.831656498990288, -0.16801967151636926, False)","(-13.33991072398136, -0.16221845441851238, False)","(-14.388073952478505, -0.1719299282027277, False)","(-13.949066773165757, -0.16675707205232196, False)","(-13.509070584249557, -0.1615713933847354, False)","(-13.067911502531482, -0.1563706240684534, False)","(-12.625421205158545, -0.15115254166421502, False)","(-12.181435205478024, -0.145914947143841, False)","(-11.73579137149388, -0.1406556453248117, False)","(-11.28832863778598, -0.1353724274216112, False)","(-10.83888587198569, -0.1300630552346798, False)","(-10.387300864763827, -0.12472524658932632, False)"
F,24.5,0.06414533256571563,0.2004211752684848,Brandenburg,6.7,6.760825830962385,213631.79642227496,True,2036,30.88,"(-13.003897338893855, -0.14165640062774448, False)","(-12.395283225908836, -0.13513971584140477, False)","(-11.669743368815492, -0.12757401327456627, False)","(-11.180381300784566, -0.12229290515507973, False)","(-10.718576480612205, -0.11731075410301105, False)","(-10.277338572748171, -0.11255127365532633, False)","(-9.851554242146033, -0.10795858124220224, False)","(-9.399095315861217, -0.1031140625466696, False)","(-8.953411908977914, -0.09833868102854318, False)","(-8.229811618052135, -0.09050144362857586, False)","(-7.508671474531673, -0.08267718871779155, False)","(-6.788402026800565, -0.07484723413556449, False)","(-6.193456835628672, -0.06828955302083449, False)","(-4.707786535770648, -0.05193782387569071, False)","(-3.2236676104613036, -0.03558570022392899, False)","(-1.7404057147976681, -0.01922414853136488, False)","(-0.2573969197045689, -0.002845018276190387, False)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)","(1.264189956662121, 0.013988708367786762, True)"
T,49.0,0.11335478579673922,0.834073818802722,Sachsen-Anhalt,6.7,6.576110650280824,427263.5928445499,True,2048,51.879999999999995,"(-26.00779467778771, -0.14165640062774448, False)","(-24.79056645181767, -0.13513971584140477, False)","(-23.339486737630985, -0.12757401327456627, False)","(-22.36076260156913, -0.12229290515507973, False)","(-21.43715296122441, -0.11731075410301105, False)","(-20.554677145496342, -0.11255127365532633, False)","(-19.703108484292066, -0.10795858124220224, False)","(-18.798190631722434, -0.1031140625466696, False)","(-17.90682381795583, -0.09833868102854318, False)","(-16.45962323610427, -0.09050144362857586, False)","(-15.017342949063346, -0.08267718871779155, False)","(-13.57680405360113, -0.07484723413556449, False)","(-12.386913671257345, -0.06828955302083449, False)","(-9.415573071541296, -0.05193782387569071, False)","(-6.447335220922607, -0.03558570022392899, False)","(-3.4808114295953363, -0.01922414853136488, False)","(-0.5147938394091378, -0.002845018276190387, False)","(2.528379913324242, 0.013988708367786762, False)","(5.576900296921862, 0.030891321595737365, False)","(8.631828852982945, 0.047871916039317355, False)","(11.694169538038564, 0.06493953636641248, False)","(13.071057708063577, 0.07268440039419709, False)","(12.653676556852979, 0.06976349049680704, False)","(13.882896658928692, 0.07658388729358989, False)","(15.114885987894056, 0.0834296606233317, False)","(16.350131416704667, 0.09030425501956788, False)","(17.589104249348896, 0.09721108835320064, False)","(18.832265048454335, 0.10415358275736719, False)","(20.080067783609927, 0.11113519222148141, False)","(21.332963437992074, 0.11815942764224384, True)","(21.332963437992074, 0.11815942764224384, True)","(21.332963437992074, 0.11815942764224384, True)"
L,24.5,0.04805745612148284,1.0,Hamburg,7.0,6.885836347182119,213631.79642227496,True,2039,42.879999999999995,"(-13.003897338893855, -0.14165640062774448, False)","(-12.395283225908836, -0.13513971584140477, False)","(-11.669743368815492, -0.12757401327456627, False)","(-11.180381300784566, -0.12229290515507973, False)","(-10.718576480612205, -0.11731075410301105, False)","(-10.277338572748171, -0.11255127365532633, False)","(-9.851554242146033, -0.10795858124220224, False)","(-9.399095315861217, -0.1031140625466696, False)","(-8.953411908977914, -0.09833868102854318, False)","(-8.229811618052135, -0.09050144362857586, False)","(-7.508671474531673, -0.08267718871779155, False)","(-6.788402026800565, -0.07484723413556449, False)","(-6.193456835628672, -0.06828955302083449, False)","(-4.707786535770648, -0.05193782387569071, False)","(-3.2236676104613036, -0.03558570022392899, False)","(-1.7404057147976681, -0.01922414853136488, False)","(-0.2573969197045689, -0.002845018276190387, False)","(1.264189956662121, 0.013988708367786762, False)","(2.788450148460931, 0.030891321595737365, False)","(4.315914426491473, 0.047871916039317355, False)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)","(5.847084769019282, 0.06493953636641248, True)"
F,35.0,0.06560042108291363,0.4790037973052957,Baden-Württemberg,6.1,6.294982687742044,305188.28060325,True,2040,43.879999999999995,"(-18.576996198419817, -0.14165640062774465, False)","(-17.707547465584074, -0.13513971584140497, False)","(-16.671061955450725, -0.12757401327456644, False)","(-15.97197328683512, -0.1222929051550799, False)","(-15.312252115160325, -0.11731075410301127, False)","(-14.681912246783128, -0.11255127365532654, False)","(-14.0736489173515, -0.1079585812422024, False)","(-13.427279022658903, -0.10311406254666974, False)","(-12.790588441397041, -0.09833868102854329, False)","(-11.756873740074504, -0.09050144362857601, False)","(-10.726673535045274, -0.08267718871779171, False)","(-9.69771718114369, -0.07484723413556466, False)","(-8.847795479469523, -0.06828955302083442, False)","(-6.725409336815202, -0.051937823875690646, False)","(-4.605239443516136, -0.035585700223928894, False)","(-2.486293878282364, -0.019224148531364733, False)","(-0.36770988529222576, -0.0028450182761902663, False)","(1.8059856523744673, 0.013988708367786828, False)","(3.983500212087048, 0.030891321595737396, False)","(6.165592037844976, 0.04787191603931749, False)","(8.35297824145613, 0.0649395363664126, False)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)","(9.336469791473986, 0.07268440039419712, True)"
L,35.0,0.044141679838798256,1.0,Sachsen,6.2,6.358025905804221,305188.28060325,True,2042,39.879999999999995,"(-18.576996198419817, -0.14165640062774465, False)","(-17.707547465584074, -0.13513971584140497, False)","(-16.671061955450725, -0.12757401327456644, False)","(-15.97197328683512, -0.1222929051550799, False)","(-15.312252115160325, -0.11731075410301127, False)","(-14.681912246783128, -0.11255127365532654, False)","(-14.0736489173515, -0.1079585812422024, False)","(-13.427279022658903, -0.10311406254666974, False)","(-12.790588441397041, -0.09833868102854329, False)","(-12.16016584241786, -0.09360588433900638, False)","(-11.533257739731978, -0.08889403817161366, False)","(-10.907593488173745, -0.08418509102867228, False)","(-10.05767178649958, -0.07762768842521811, False)","(-9.14516195087532, -0.07062466935940513, False)","(-8.23486836460631, -0.06363264290611016, False)","(-7.325799106402598, -0.05664344483272243, False)","(-6.41709142044253, -0.04964985468539631, False)","(-4.243395882775826, -0.032868271912998716, False)","(-2.0658813230632496, -0.016020534939532153, False)","(0.11621050269467605, 0.000902300929698049, False)","(2.3035967063058362, 0.017909121484389036, False)","(4.496964563353752, 0.03500886097010735, False)","(5.408711476661945, 0.04174777393822436, False)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)","(7.496602142317509, 0.05789616725671174, True)"
F,17.5,0.06660548759482116,0.3113106045429767,Thüringen,6.4,6.596014876085919,152594.140301625,True,2043,43.879999999999995,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-5.02883589324979, -0.07762768842521811, False)","(-4.57258097543766, -0.07062466935940513, False)","(-4.117434182303155, -0.06363264290611016, False)","(-3.662899553201299, -0.05664344483272243, False)","(-3.208545710221265, -0.04964985468539631, False)","(-2.121697941387913, -0.032868271912998716, False)","(-1.0329406615316248, -0.016020534939532153, False)","(0.05810525134733802, 0.000902300929698049, False)","(1.1517983531529181, 0.017909121484389036, False)","(2.248482281676876, 0.03500886097010735, False)","(2.7043557383309724, 0.04174777393822436, False)","(3.7483010711587545, 0.05789616725671174, False)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)","(4.793235413589982, 0.07408024193227414, True)"
T,35.0,0.10630959418783055,0.8504808011704101,Niedersachsen,7.0,7.102781388136018,305188.28060325,True,2031,7.88,"(1.7393658361866913, 0.01569472351072817, False)","(2.608814569022433, 0.02356332427573224, False)","(4.903041310627822, 0.04493937260348285, False)","(5.602129979243429, 0.0513814765271013, False)","(6.261851150918221, 0.05747287127835175, False)","(6.892191019295419, 0.06330525853006598, False)","(7.500454348727044, 0.06894594899925605, False)","(8.146824243419642, 0.07498667510678336, False)","(8.783514824681506, 0.08095957234198738, False)","(9.413937423660688, 0.08689732384968088, False)","(10.040845526346564, 0.09282679825322064, False)","(10.666509777904801, 0.0987706516685628, False)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)","(14.119073517543852, 0.13397459818161475, True)"
L,17.5,0.044015909369106695,1.0,Hessen,6.4,6.57721884304547,152594.140301625,True,2042,39.879999999999995,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-5.02883589324979, -0.07762768842521811, False)","(-4.57258097543766, -0.07062466935940513, False)","(-4.117434182303155, -0.06363264290611016, False)","(-3.662899553201299, -0.05664344483272243, False)","(-3.208545710221265, -0.04964985468539631, False)","(-2.121697941387913, -0.032868271912998716, False)","(-1.0329406615316248, -0.016020534939532153, False)","(0.05810525134733802, 0.000902300929698049, False)","(1.1517983531529181, 0.017909121484389036, False)","(2.248482281676876, 0.03500886097010735, False)","(2.7043557383309724, 0.04174777393822436, False)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)","(3.7483010711587545, 0.05789616725671174, True)"
F,45.5,0.07008111178324125,0.48222744623678027,Nordrhein-Westfalen,6.6,6.703660968163264,396744.764784225,True,2043,43.879999999999995,"(-24.15009505794574, -0.14165640062774457, False)","(-23.019811705259272, -0.1351397158414048, False)","(-21.67238054208594, -0.1275740132745664, False)","(-20.76356527288565, -0.12229290515507986, False)","(-19.905927749708425, -0.1173107541030113, False)","(-19.086485920818063, -0.1125512736553265, False)","(-18.295743592556946, -0.10795858124220238, False)","(-17.45546272945657, -0.1031140625466697, False)","(-16.627764973816156, -0.09833868102854329, False)","(-15.808215595143215, -0.09360588433900638, False)","(-14.993235061651575, -0.08889403817161368, False)","(-14.179871534625876, -0.08418509102867232, False)","(-13.074973322449441, -0.07762768842521804, False)","(-11.888710536137916, -0.07062466935940513, False)","(-10.7053288739882, -0.06363264290611015, False)","(-9.523538838323383, -0.05664344483272246, False)","(-8.34221884657528, -0.04964985468539626, False)","(-5.516414647608578, -0.03286827191299874, False)","(-2.685645719982222, -0.016020534939532132, False)","(0.15107365350308863, 0.000902300929698107, False)","(2.994675718197589, 0.017909121484389043, False)","(5.846053932359885, 0.035008860970107386, False)","(7.031324919660526, 0.041747773938224354, False)","(9.74558278501275, 0.05789616725671168, False)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)","(12.462412075333962, 0.07408024193227418, True)"
T,52.5,0.11349908376550309,0.9647368320426101,Baden-Württemberg,6.1,6.052589409430293,457782.420904875,False,2051,60.879999999999995,"(-76.66563999163436, -0.3122683928449454, False)","(-75.36146689238075, -0.30716245554668, False)","(-75.47178340439977, -0.3061964886662657, False)","(-74.42315040147635, -0.30207686419553775, False)","(-73.43356864396416, -0.2982000095241502, False)","(-72.48805884139837, -0.2945054774841457, False)","(-71.57566384725094, -0.29094907912594353, False)","(-70.60610900521203, -0.2872598424176561, False)","(-69.65107313331923, -0.28363570468997723, False)","(-68.70543923485046, -0.2800561261399687, False)","(-67.76507708082165, -0.27650452645558365, False)","(-66.8265807034843, -0.2729672243322926, False)","(-69.11094453890445, -0.2782593069764239, False)","(-67.74217978546804, -0.27286911681053677, False)","(-66.37673940606453, -0.2674934731023576, False)","(-65.01313551875897, -0.26212633021874715, False)","(-63.650073989818864, -0.2567624041377617, False)","(-60.389530683318824, -0.24382167456777792, False)","(-57.12325884374993, -0.23084529470507714, False)","(-53.85012110511306, -0.217827342406299, False)","(-50.56904179969633, -0.20476202043485717, False)","(-47.27899001412444, -0.1916435785628841, False)","(-48.6086652390708, -0.1936160080028, False)","(-45.47682924058746, -0.1812207945211206, False)","(-42.34202621329378, -0.16880658397504666, False)","(-39.20373450759446, -0.15637062406845345, False)","(-36.06144915493055, -0.14391017422414154, False)","(-32.91467669534392, -0.13142248099243997, False)","(-29.762930732846396, -0.11890475601428746, False)","(-26.605728071177598, -0.10635415592758127, False)","(-23.442585313231643, -0.09376776372434668, False)","(-20.273015831020963, -0.0811425711566344, False)"
L,49.0,0.04939776047011715,1.0,Hessen,6.4,6.593572400270524,427263.5928445499,True,2042,39.879999999999995,"(-26.00779467778771, -0.14165640062774448, False)","(-24.79056645181767, -0.13513971584140477, False)","(-23.339486737630985, -0.12757401327456627, False)","(-22.36076260156913, -0.12229290515507973, False)","(-21.43715296122441, -0.11731075410301105, False)","(-20.554677145496342, -0.11255127365532633, False)","(-19.703108484292066, -0.10795858124220224, False)","(-18.798190631722434, -0.1031140625466696, False)","(-17.90682381795583, -0.09833868102854318, False)","(-17.024232179384974, -0.09360588433900627, False)","(-16.146560835624737, -0.08889403817161352, False)","(-15.270630883443216, -0.08418509102867217, False)","(-14.080740501099427, -0.07762768842521821, False)","(-12.80322673122547, -0.07062466935940524, False)","(-11.528815710448855, -0.06363264290611027, False)","(-10.256118748963669, -0.05664344483272259, False)","(-8.983927988619557, -0.0496498546853964, False)","(-5.940754235886188, -0.032868271912998896, False)","(-2.8922338522885704, -0.01602053493953227, False)","(0.16269470377253345, 0.0009023009296979766, False)","(3.2250353888281573, 0.017909121484388956, False)","(6.295750388695235, 0.03500886097010724, False)","(7.572196067326734, 0.04174777393822443, False)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)","(10.495242999244528, 0.05789616725671183, True)"
F,35.0,0.06321450872769964,0.20713372657532114,Hamburg,7.0,7.272931062764172,305188.28060325,True,2024,6.88,"(1.7393658361866913, 0.01569472351072817, False)","(2.608814569022433, 0.02356332427573224, False)","(4.903041310627822, 0.04493937260348285, False)","(5.602129979243429, 0.0513814765271013, False)","(6.261851150918221, 0.05747287127835175, False)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)","(6.892191019295419, 0.06330525853006598, True)"
T,35.0,0.10886604339821183,0.9878515656528712,Hamburg,7.0,6.550783079106646,305188.28060325,True,2046,55.879999999999995,"(-18.576996198419817, -0.14165640062774465, False)","(-17.707547465584074, -0.13513971584140497, False)","(-16.671061955450725, -0.12757401327456644, False)","(-15.97197328683512, -0.1222929051550799, False)","(-15.312252115160325, -0.11731075410301127, False)","(-14.681912246783128, -0.11255127365532654, False)","(-14.0736489173515, -0.1079585812422024, False)","(-13.427279022658903, -0.10311406254666974, False)","(-12.790588441397041, -0.09833868102854329, False)","(-12.16016584241786, -0.09360588433900638, False)","(-11.533257739731978, -0.08889403817161366, False)","(-10.907593488173745, -0.08418509102867228, False)","(-10.05767178649958, -0.07762768842521811, False)","(-9.14516195087532, -0.07062466935940513, False)","(-8.23486836460631, -0.06363264290611016, False)","(-7.325799106402598, -0.05664344483272243, False)","(-6.41709142044253, -0.04964985468539631, False)","(-4.243395882775826, -0.032868271912998716, False)","(-2.0658813230632496, -0.016020534939532153, False)","(0.11621050269467605, 0.000902300929698049, False)","(2.3035967063058362, 0.017909121484389036, False)","(4.496964563353752, 0.03500886097010735, False)","(5.408711476661945, 0.04174777393822436, False)","(7.496602142317509, 0.05789616725671174, False)","(9.586470827179964, 0.07408024193227414, False)","(11.678665297646177, 0.09030425501956775, False)","(13.773522199422114, 0.10657249455538935, False)","(15.871370505813198, 0.12288931448636435, True)","(15.871370505813198, 0.12288931448636435, True)","(15.871370505813198, 0.12288931448636435, True)","(15.871370505813198, 0.12288931448636435, True)","(15.871370505813198, 0.12288931448636435, True)"
L,28.0,0.04238946565367949,1.0,Schleswig-Holstein,7.3,7.224091863791463,244150.62448259996,True,2021,6.88,"(1.391492668949342, 0.015694723510728047, False)","(2.0870516552179357, 0.02356332427573212, False)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)","(3.922433048502259, 0.04493937260348287, True)"
F,49.0,0.07085501783218304,0.31019387004598226,Rheinlandpfalz,6.4,6.416850184994787,427263.5928445499,True,2043,43.879999999999995,"(-26.00779467778771, -0.14165640062774448, False)","(-24.79056645181767, -0.13513971584140477, False)","(-23.339486737630985, -0.12757401327456627, False)","(-22.36076260156913, -0.12229290515507973, False)","(-21.43715296122441, -0.11731075410301105, False)","(-20.554677145496342, -0.11255127365532633, False)","(-19.703108484292066, -0.10795858124220224, False)","(-18.798190631722434, -0.1031140625466696, False)","(-17.90682381795583, -0.09833868102854318, False)","(-17.024232179384974, -0.09360588433900627, False)","(-16.146560835624737, -0.08889403817161352, False)","(-15.270630883443216, -0.08418509102867217, False)","(-14.080740501099427, -0.07762768842521821, False)","(-12.80322673122547, -0.07062466935940524, False)","(-11.528815710448855, -0.06363264290611027, False)","(-10.256118748963669, -0.05664344483272259, False)","(-8.983927988619557, -0.0496498546853964, False)","(-5.940754235886188, -0.032868271912998896, False)","(-2.8922338522885704, -0.01602053493953227, False)","(0.16269470377253345, 0.0009023009296979766, False)","(3.2250353888281573, 0.017909121484388956, False)","(6.295750388695235, 0.03500886097010724, False)","(7.572196067326734, 0.04174777393822443, False)","(10.495242999244528, 0.05789616725671183, False)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)","(13.421059158051978, 0.07408024193227429, True)"
